UID,Title,Article_Link,Authors,Abstract,Publication,Num_citation,Cited_by_url,Published_Year
dk0g1eBWjzIJ,Standardeigenvectorsof incline matrices,https://www.sciencedirect.com/science/article/pii/S0024379504001661,"['SC Han', 'HX Li', ' YD Gu']",… Sanchez [12] determined the greatest standardeigenvectorof a fuzzy …eigenvectorof itstransitive closure. Sanchez [11] gave three algorithms to find the greatest standardeigenvectorof …,Elsevier,21,"/scholar?cites=3643226147214347638&as_sdt=2005&sciodt=0,5&hl=en",2004
Lp7up9MsOWIJ,[PDF][PDF]A note on the eigenvalue–eigenvectorproblem,https://www.researchgate.net/profile/Alexander-Marchenko-2/publication/304252886_A_note_on_the_eigenvalue_-_eigenvector_problem/links/576ad15008ae6e772780b3b1/A-note-on-the-eigenvalue-eigenvector-problem.pdf,['AN Marchenko'],"… Very often differentapplicationsin natural sciences may … A particularly important role inapplications(physics, engineering… the solution of the eigenvalue –eigenvectorproblem that is the …",researchgate.net,28,"/scholar?cites=7077737576956599854&as_sdt=2005&sciodt=0,5&hl=en",2003
wRTJn_r4DqkJ,[BOOK][B]Laplacianeigenvectorsof graphs: Perron-Frobenius and Faber-Krahn type theorems,https://books.google.com/books?hl=en&lr=&id=LnUbExxLvI0C&oi=fnd&pg=PA1&dq=application+of+eigenvectors&ots=XU23P9FXeo&sig=ykY-sVt8wwy_YnzceSr5lnEgj-I,"['T Biyikoglu', ' J Leydold', 'PF Stadler']",… about the universe of graph Laplacianeigenvectors(and fitness … stimulated our interest inLaplacianeigenvectorsand eventually … In this section we collect a few practicalapplicationsof …,books.google.com,357,"/scholar?cites=12181947797390038209&as_sdt=2005&sciodt=0,5&hl=en",2007
ne1nDmlRiiUJ,Eigenvectorcentrality in highly partitioned mobile networks: Principles andapplications,https://link.springer.com/content/pdf/10.1007/978-3-540-72693-7.pdf#page=132,"['I Carreras', 'D Miorandi', 'GS Canright…']",… The EVC is computed as theeigenvectorrelative to the … The main contribution of this chapteris the extension of theeigenvector… 2 we review the basic EVC concept and itsapplicationto …,Springer,30,"/scholar?cites=2705064037844512157&as_sdt=2005&sciodt=0,5&hl=en",2007
CTrjLinAmbwJ,[PDF][PDF]Systems with constanteigenvectorswithapplicationsto exact and numerical solutions of ordinary differential equations,https://core.ac.uk/download/pdf/82714335.pdf,"['HI Freedman', ' JD Lawson']","… In this paper, we observe that constancy ofeigenvectorsof an n X n matrix with variableentries is sufficient to extend certain analyses of systems of differential equations involving …",core.ac.uk,8,"/scholar?cites=13590104633680017929&as_sdt=2005&sciodt=0,5&hl=en",1974
b5ckFCC9_18J,[BOOK][B]Multiparameter stability theory with mechanicalapplications,https://books.google.com/books?hl=en&lr=&id=BLWN6dqjMnkC&oi=fnd&pg=PA1&dq=application+of+eigenvectors&ots=RQ-2fijLhY&sig=omKN0l-1_LoUR3EnZUlYVQcXgYo,"['AP Seyranian', 'AA Mailybaev']","… Assuming that the righteigenvectoru is given, we can define the lefteigenvectorof the …Assuming that the righteigenvectorsare given, we can define the lefteigenvectorsuniquely …",books.google.com,483,"/scholar?cites=6917455498138916719&as_sdt=2005&sciodt=0,5&hl=en",2003
Rax6l4yHzQwJ,Riesz basis ofeigenvectorsfor analytic families of operators andapplicationto a non-symmetrical Gribov operator,https://www.infona.pl/resource/bwmeta1.element.springer-doi-10_1007-S00009-018-1265-Y,"['S Charfi', ' H Ellouz']","In the present paper, we are mainly concerned with the existence of a Riesz basis related tothe Gribov operator $$\begin{aligned} A^{*2}A^2+\varepsilon (A^* A + A^* (A + A^* )A), \end{…",infona.pl,5,"/scholar?cites=922542536587390021&as_sdt=2005&sciodt=0,5&hl=en",2018
bwxMYCXogqQJ,A teaching proposal for the study ofEigenvectorsand Eigenvalues,https://dialnet.unirioja.es/servlet/articulo?codigo=5888063,"['MJB Meneu', ' MM Arcila', ' EJ Mora']","… and physicalapplicationsin the study ofeigenvectorsand … difficulties when treatingeigenvectorsand eigenvalues from … , structuring of knowledge andapplication, and considering …",dialnet.unirioja.es,2,"/scholar?cites=11854292416419597423&as_sdt=2005&sciodt=0,5&hl=en",2017
Dy4DvL6LsLIJ,Iterative computation of derivatives of repeated eigenvalues and the correspondingeigenvectors,https://onlinelibrary.wiley.com/doi/abs/10.1002/1099-1506(200005)7:4%3C151::AID-NLA191%3E3.0.CO;2-M,"['AL Andrew', 'RCE Tan']","… For simple eigenvalues, analyticity of eigenvalues andeigenvectorsis …applications, andwe believe our results to be new even in that case. However, there are alsoapplicationsin …",Library,35,"/scholar?cites=12875944985966620175&as_sdt=2005&sciodt=0,5&hl=en",2000
FhonEjB-HvoJ,Evaluation of movement of patients with Parkinson's disease using accelerometers and method based oneigenvectors,https://ieeexplore.ieee.org/abstract/document/7827794/,"['S Viteckova', 'P Kutilek', ' J Lenartova…']","… theeigenvectorswe …applicationofeigenvectorsfor use in drug therapy in patients with PDby evaluating postural stability via measuring accelerations. Thus, method usingeigenvectors…",ieeexplore.ieee.org,4,"/scholar?cites=18022981503711386134&as_sdt=2005&sciodt=0,5&hl=en",2016
SGm1nuNggzYJ,On theeigenvectorsofp-Laplacian,https://link.springer.com/article/10.1007/s10994-010-5201-z,"['D Luo', 'H Huang', 'C Ding', 'F Nie']","…applications. Unfortunately, the p-Laplacian …eigenvectorswhich lead to a tractable optimizationproblems, (2) a proof to show that our approximation is very close to the trueeigenvector…",Springer,63,"/scholar?cites=3928089830733736264&as_sdt=2005&sciodt=0,5&hl=en",2010
_nSuMhzwE3wJ,Accounting for spatial autocorrelation in linear regression models using spatial filtering witheigenvectors,https://www.tandfonline.com/doi/abs/10.1080/00045608.2012.685048,"['JB Thayn', ' JM Simanis']","… According to our literature review, mostapplicationsof SFE have been published in economic,statistics, epidemiology, and computation journals or in working papers. This article does …",Francis,84,"/scholar?cites=8940753689160611070&as_sdt=2005&sciodt=0,5&hl=en",2013
DdvkSJoD62MJ,An inverse power method for nonlinear eigenproblems withapplicationsin 1-spectral clustering and sparse PCA,https://proceedings.neurips.cc/paper/2010/hash/fd06b8ea02fe5b1c2496fe1700e9d16c-Abstract.html,"['M Hein', 'T Bühler']","… note that, unlike in the case p = 2, we cannot simply project on the space orthogonal tothe constanteigenvector, since mutual orthogonality of theeigenvectorsdoes not hold in the …",proceedings.neurips.cc,242,"/scholar?cites=7199852390464674573&as_sdt=2005&sciodt=0,5&hl=en",2010
ElYJ8453Kf8J,Adaptive randomized algorithm for findingeigenvectorof stochastic matrix withapplicationto pagerank,https://ieeexplore.ieee.org/abstract/document/5400036/,"['A Nazin', 'B Polyak']","… a realeigenvectorx∗ ∈ ΘN corresponding to this eigenvalue, ie Ax∗ = x∗. Finding thiseigenvectoris a basic problem in numerical analysis and in numerousapplicationsarising in …",ieeexplore.ieee.org,24,"/scholar?cites=18386358409563297298&as_sdt=2005&sciodt=0,5&hl=en",2009
rOBm6Mx6dxkJ,"Low mode search. An efficient, automated computational method for conformational analysis:applicationto cyclic and acyclic alkanes and cyclic peptides",https://pubs.acs.org/doi/abs/10.1021/ja952478m,"['I Kolossváry', 'WC Guida']","… Byapplicationof theeigenvector-following technique to the second minimum or to a differenteigenvectorof … First, it is known that theeigenvector-following techniques frequently fail to …",Publications,502,"/scholar?cites=1835070393667739820&as_sdt=2005&sciodt=0,5&hl=en",1996
CzAHa7PdvkAJ,An efficient algorithm for critical circuits and finiteeigenvectorsin the max-plus algebra,https://www.sciencedirect.com/science/article/pii/S0024379599001202,"['GJ Olsder', 'K Roos', ' RJ van Egmond']","… vector x is not aneigenvectorof matrix e. In this section, we give a necessary and su cientcondition for the existence of aneigenvectorand we show that aneigenvectorcan be found (if …",Elsevier,20,"/scholar?cites=4665410026666930187&as_sdt=2005&sciodt=0,5&hl=en",1999
rFLAv2Hmq5EJ,Completeness of the system ofeigenvectorsof off-diagonal operator matrices and itsapplicationsin elasticity theory,https://iopscience.iop.org/article/10.1088/1674-1056/19/12/120201/meta,"['JJ Huang', ' H Wang']","… , we study theeigenvectorexpansion theorem of off-diagonal operator matrices. To beprecise, a sufficient and necessary condition for the orthogonal system ofeigenvectorsof super-…",iopscience.iop.org,10,"/scholar?cites=10496736664020341420&as_sdt=2005&sciodt=0,5&hl=en",2010
XyGd7Zfjod8J,In‐MemoryEigenvectorComputation in TimeO(1),https://onlinelibrary.wiley.com/doi/abs/10.1002/aisy.202000042,"['Z Sun', 'G Pedretti', 'E Ambrosi', 'A Bricalli…']",…eigenvectorcircuit. Our time-dependent simulation results show that the time to calculate aneigenvector… ) time complexity of theeigenvectorcircuit for practicalapplicationof PageRank. …,Library,20,"/scholar?cites=16114411183374410079&as_sdt=2005&sciodt=0,5&hl=en",2020
jD5eBg9LGpMJ,Spatially varying coefficient models in real estate:Eigenvectorspatial filtering and alternative approaches,https://www.sciencedirect.com/science/article/pii/S0198971515300387,"['M Helbich', 'DA Griffith']","… coefficient models in housingapplications, this study evaluated … ), and genetic algorithm-basedeigenvectorspatial filtering (ESF)… 4) Theapplicationof ESF is less intuitive than MWR and …",Elsevier,80,"/scholar?cites=10599867200873315980&as_sdt=2005&sciodt=0,5&hl=en",2016
Jc013RmbDnIJ,Metrics of graph Laplacianeigenvectors,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11138/111381K/Metrics-of-graph-Laplacian-eigenvectors/10.1117/12.2528644.short,"['H Li', 'N Saito']",… Theapplicationof graph Laplacianeigenvectorshas been quite popular in the graph signalprocessing field: one can use them as ingredients to design smooth multiscale basis. Our …,spiedigitallibrary.org,10,"/scholar?cites=8218676905385512229&as_sdt=2005&sciodt=0,5&hl=en",2019
4W9Y1YiQ4hMJ,Arbitrary assignment ofeigenvectorswith state feedback,https://asmedigitalcollection.asme.org/dynamicsystems/article-abstract/114/4/721/439416,"['J Shaw', ' S Jayasuriya']","… of response of a system, it is theeigenvectorsthat govern the distribution of energy withinthe … Assignability ofeigenvectorsusing state feedback has importantapplicationsin control …",asmedigitalcollection.asme.org,11,"/scholar?cites=1432866548826533857&as_sdt=2005&sciodt=0,5&hl=en",1992
_purh7ZoFr8J,Analysis of EEG signals by implementingeigenvectormethods/recurrent neural networks,https://www.sciencedirect.com/science/article/pii/S1051200408001243,['ED Übeyli'],…eigenvectormethods is presented for classification of electroencephalogram (EEG) signals.In practicalapplications… : feature extraction byeigenvectormethods and classification using …,Elsevier,98,"/scholar?cites=13769308043901377534&as_sdt=2005&sciodt=0,5&hl=en",2009
tiWLUs1ztX8J,Recursive estimation ofeigenvectorsof correlation type matrices for signal processingapplications,https://ui.adsabs.harvard.edu/abs/1984PhDT........29K/abstract,['J Karhunen'],… with some earliereigenvectorestimation algorithms. A short overview is given ofapplicationsof the … Relevant deterministiceigenvectorestimation algorithms are briefly discussed and …,ui.adsabs.harvard.edu,11,"/scholar?cites=9202388739291817398&as_sdt=2005&sciodt=0,5&hl=en",1984
6Z-FhaTVu5cJ,Feature extraction and classification using leadingeigenvectors:applicationsto biomedical and multi-modal mHealth data,https://ieeexplore.ieee.org/abstract/document/8786106/,"['G Cosma', 'TM Mcginnity']",… terms of its eigenvalues andeigenvectors. A common step is … This paper demonstratesthat leadingeigenvectorsderived … containing: 1) leadingeigenvectorswhich result from each …,ieeexplore.ieee.org,4,"/scholar?cites=10933567422963490793&as_sdt=2005&sciodt=0,5&hl=en",2019
Sn0KYTr6NV0J,Adaptive algorithms for estimatingeigenvectorsof correlation type matrices,https://ieeexplore.ieee.org/abstract/document/1172323/,['J Karhunen'],"… In severalapplicationsof signal processing recursive … A new, promising algorithm foradaptive estimation ofeigenvectors… algorithm for estimating severaleigenvectorsis represented. …",ieeexplore.ieee.org,84,"/scholar?cites=6716549547936087370&as_sdt=2005&sciodt=0,5&hl=en",1984
cveNb8PHvWMJ,Optimization of Perroneigenvectorsandapplications: from web ranking to chronotherapeutics,https://pastel.hal.science/pastel-00743187/,['O Fercoq'],"… Finally, we extend the domain ofapplicationof the Perron eigenvalue andeigenvectoroptimization methods to the optimization of chemotherapy under the McKendrick model of …",pastel.hal.science,4,"/scholar?cites=7187120222557304690&as_sdt=2005&sciodt=0,5&hl=en",2012
v7vCUSgCM70J,How close are theeigenvectorsof the sample and actual covariance matrices?,http://proceedings.mlr.press/v70/loukas17a.html,['A Loukas'],… to guarantee that theeigenvectorsof the sample covariance … that the inner product betweeneigenvectorsof the sample and … We show that a directapplicationof our bounds leads to …,proceedings.mlr.press,18,"/scholar?cites=13633242869174287295&as_sdt=2005&sciodt=0,5&hl=en",2017
AIFoEuX8cQgJ,Applicationofeigenvectorestimation and SVM for EEG Signals Classification,https://ieeexplore.ieee.org/abstract/document/5274101/,"['S Zhang', ' S Qiao']","… In this paper, using theeigenvectormethods provide sufficient resolution for the frequency… Three maineigenvectormethods (Pisarenko, multiple signal classification—MUSIC and …",ieeexplore.ieee.org,3,"/scholar?cites=608545485458276608&as_sdt=2005&sciodt=0,5&hl=en",2009
jWaNMA1oV0wJ,[HTML][HTML]Eigenvalues andeigenvectorsof heavy-tailed sample covariance matrices with general growth rates: the iid case,https://www.sciencedirect.com/science/article/pii/S0304414916301934,"['J Heiny', 'T Mikosch']","… By v j we denote the uniteigenvectorassociated with the j th largest eigenvalue λ ( j ) . Theuniteigenvectorassociated with the j th largest eigenvalue of diag ( Z Z ′ ) is e L j , where L j …",Elsevier,26,"/scholar?cites=5500979875714786957&as_sdt=2005&sciodt=0,5&hl=en",2017
r1qLHy_oBm4J,Estimating the tensor of curvature of a surface from a polyhedral approximation,https://ieeexplore.ieee.org/abstract/document/466840/,['G Taubin'],… Particularly in those targeted at medicalapplications. In this paper we describe a methodto … by computing in closed form the eigenvalues andeigenvectorsof certain 3 x 3 symmetric …,ieeexplore.ieee.org,835,"/scholar?cites=7928279483122670255&as_sdt=2005&sciodt=0,5&hl=en",1995
ioo3xOiiDlkJ,Eigenvectorsin bottleneck algebra,https://www.sciencedirect.com/science/article/pii/002437959290302Q,['K Cechlárová'],… theeigenvectorsby means of the associated graph of the matrix and to give bounds forthe set of alleigenvectors. We define the lower and the upper basiceigenvectorsand derive …,Elsevier,71,"/scholar?cites=6417245639657622154&as_sdt=2005&sciodt=0,5&hl=en",1992
bvg3OSOigZEJ,Quantum algorithm providing exponential speed increase for finding eigenvalues andeigenvectors,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.83.5162,"['DS Abrams', 'S Lloyd']","… quantum fast Fourier transform to find eigenvalues andeigenvectorsof a local Hamiltonian,and that …Applicationsof the algorithm to specific problems are considered, and we find that …",APS,879,"/scholar?cites=10484839679662749806&as_sdt=2005&sciodt=0,5&hl=en",1999
kwdrXFkpwLwJ,Characterization of controllability based on continuity of closed-loopeigenvectors:Applicationto controller-driven sampling stabilization,https://ieeexplore.ieee.org/abstract/document/7109142/,"['H Haimovich', 'EN Osella']",… eigenvalue the smallest subspace containing the set of corresponding closed-loopeigenvectors.Applicationof the given characterization is illustrated on a specific case of controller-…,ieeexplore.ieee.org,3,"/scholar?cites=13600916338438244243&as_sdt=2005&sciodt=0,5&hl=en",2015
RX-WWYQH_4UJ,On the Perron root andeigenvectorsassociated with a subshift of finite type,https://www.sciencedirect.com/science/article/pii/S0024379521003682,"['H Cheriyath', 'N Agarwal']","… between the Perron root andeigenvectorsof an irreducible subshift of finite type …eigenvectorsof the associated adjacency matrix. As anapplication, we obtain the Perroneigenvectors…",Elsevier,6,"/scholar?cites=9655444391125745477&as_sdt=2005&sciodt=0,5&hl=en",2022
xjF6PA9JpjcJ,"Introduction to diffusion tensor imaging mathematics: Part I. Tensors, rotations, andeigenvectors",https://onlinelibrary.wiley.com/doi/abs/10.1002/cmr.a.20048,['PB Kingsley'],… using theeigenvector…eigenvectorposition so that theeigenvectorsare aligned with theaxes of the reference frame. The eigenvalues andeigenvectorscan be calculated byapplication…,Library,189,"/scholar?cites=4009972848007983558&as_sdt=2005&sciodt=0,5&hl=en",2006
OtqxThmlI0YJ,Topological analysis ofeigenvectorsof the adjacency matrices in graph theory: the concept of internal connectivity,https://www.sciencedirect.com/science/article/pii/0009261487802191,"['SL Lee', 'RR Lucchese']","… For the completeapplicationof graph theory to chemistry, the topological features embeddedin theeigenvectorsof the adjacency matrix need to be extracted and put in use. For this …",Elsevier,27,"/scholar?cites=5054064734952872506&as_sdt=2005&sciodt=0,5&hl=en",1987
su4sBByCtuoJ,Iterative method for calculating derivatives ofeigenvectors,https://arc.aiaa.org/doi/pdf/10.2514/3.13197,"['O Zhang', ' A Zerva']","…applicationof the truncated modal method needs a large number of eigenvectots to achievegood approximateeigenvector… However, since the number ofeigenvectorsneeded in the …",arc.aiaa.org,38,"/scholar?cites=16912848507477225138&as_sdt=2005&sciodt=0,5&hl=en",1996
IPrhHlETWakJ,A few online algorithms for extracting minor generalizedeigenvectors,https://ieeexplore.ieee.org/abstract/document/4634029/,"['M Ye', ' Y Liu', ' H Wu', ' Q Liu']","… extracting principal generalizedeigenvectors. However, in many practicalapplicationssuchas … Then, we extend these algorithms to minor generalizedeigenvectorproblem. Theoretical …",ieeexplore.ieee.org,10,"/scholar?cites=12202805904468474400&as_sdt=2005&sciodt=0,5&hl=en",2008
wz4gbbWunwUJ,"Approximate eigenvalues,eigenvectorsand inverse of a matrix with polynomial entries",https://link.springer.com/article/10.1007/BF03167215,['T Kitamoto'],"…applications. We should comment that the same approach to eigenvalues andeigenvectorsof a … for calculating approximate eigenvalues,eigenvectorsand inverse of a given matrix with …",Springer,35,"/scholar?cites=405234585729777347&as_sdt=2005&sciodt=0,5&hl=en",1994
aqKrZHnkQbEJ,Convergence analysis of gradient descent foreigenvectorcomputation,https://repository.kaust.edu.sa/handle/10754/628358,"['Z Xu', 'X Cao', 'X Gao']","… gradient descent has found successfulapplicationstoeigenvectorcomputation as well.However… In this work, the convergence of the gradient descent solver for the leadingeigenvector…",repository.kaust.edu.sa,16,"/scholar?cites=12772741228230582890&as_sdt=2005&sciodt=0,5&hl=en",2018
RS3lOVSPK_wJ,Totally asynchronous distributed estimation ofeigenvectorcentrality in digraphs withapplicationto the PageRank problem,https://ieeexplore.ieee.org/abstract/document/7798241/,"['T Charalambous', 'CN Hadjicostis…']","…eigenvectoris nonnegative. In the following proposition, we show that ̂P and P share thesame right-eigenvector… Proposition 1: If c ≤ qjn, then the right-eigenvectorcorresponding to …",ieeexplore.ieee.org,13,"/scholar?cites=18170774713467743557&as_sdt=2005&sciodt=0,5&hl=en",2016
ormEwAsv1g0J,Applying the geostatisticaleigenvectorspatial filter approach into regularized regression for improving prediction accuracy for mass appraisal,https://www.mdpi.com/2076-3417/12/20/10660,"['M McCord', ' D Lo', 'P Davis', ' J McCord', 'L Hermans…']","… Yet despite these sizeable improvements,applicationsof ML … have explored theapplicationofEigenvectorSpatial Filters (… modeling by incorporatingeigenvectorsgenerated from a …",mdpi.com,5,"/scholar?cites=997036095030213026&as_sdt=2005&sciodt=0,5&hl=en",2022
UyHLjUk6sBAJ,Calculation of the distribution of eigenvalues andeigenvectorsin Markovian state models for molecular dynamics,https://pubs.aip.org/aip/jcp/article/126/24/244101/296031,"['NS Hinrichs', 'VS Pande']","… -form solutions for the distributions of the eigenvalues andeigenvectorsof the transitionmatrix, quantities that have numerousapplicationswhen using the model. We demonstrate the …",pubs.aip.org,145,"/scholar?cites=1202525188093845843&as_sdt=2005&sciodt=0,5&hl=en",2007
UvpW0AL0kmkJ,[PDF][PDF]Eigenvectorsof covariance matrix using row mean and column mean sequences for face recognition,https://www.academia.edu/download/103144820/IJBB-54.pdf,"['HB Kekre', 'SD Thepade', ' A Maloo']","… Face recognition systems have a wide range ofapplication, especially when dealing withsecurityapplications, like computer and physical access control, real-time subject identification …",academia.edu,37,"/scholar?cites=7607411013504662098&as_sdt=2005&sciodt=0,5&hl=en",2010
viEsagW23iwJ,[HTML][HTML]Eigenvalue-eigenvectorstructure of Schoenmakers–Coffey matrices via Toeplitz technology andapplications,https://www.sciencedirect.com/science/article/pii/S0024379515001810,"['E Salinelli', 'S Serra']",… study theeigenvectoroscillation behavior. We recall that these structures appear as specialinstances of correlation matrices and the oscillations of the first threeeigenvectorsprovide …,Elsevier,17,"/scholar?cites=3233221716870963646&as_sdt=2005&sciodt=0,5&hl=en",2016
2sy2nv4L4KoJ,Principal component analysis as a tool for analyzing beat-to-beat changes in ECG features:applicationto ECG-derived respiration,https://ieeexplore.ieee.org/abstract/document/4811954/,"['P Langley', ' EJ Bowers', 'A Murray']",… The PCs are a linear transformation of the beats with transformation coefficients given bytheeigenvectorsαj. It is theeigenvectorswhich provide the surrogate respiratory signal in our …,ieeexplore.ieee.org,213,"/scholar?cites=12312854569443314906&as_sdt=2005&sciodt=0,5&hl=en",2009
rD1mnIO3GEcJ,Teaching eigenvalues andeigenvectorsusing models and APOS Theory,https://www.sciencedirect.com/science/article/pii/S0732312315000462,"['H Salgado', 'M Trigueros']",… 30 students to show howeigenvectorsand eigenvalues emerged in … promising in the learningof eigenvalues andeigenvectors. … In this paper we focus on theapplicationof Models and …,Elsevier,90,"/scholar?cites=5123046352026484140&as_sdt=2005&sciodt=0,5&hl=en",2015
8Q-z6uiPPsgJ,An apache spark implementation of block power method for computing dominant eigenvalues andeigenvectorsof large-scale matrices,https://ieeexplore.ieee.org/abstract/document/7723740/,"['H Ji', 'SH Weinberg', 'M Li', 'J Wang…']",… of a Markov chainapplicationin modeling stochastic luminal … to theeigenvectorassociatedwith the dominant eigenvalue … thisapplicationis only interested in one dominanteigenvector…,ieeexplore.ieee.org,13,"/scholar?cites=14429128486674436081&as_sdt=2005&sciodt=0,5&hl=en",2016
PQibq8_wC7gJ,"[PDF][PDF]CBIR feature vector dimension reduction witheigenvectorsof covariance matrix using row, column and diagonal mean sequences",https://www.ijcaonline.com/volume3/number12/pxc3871114.pdf,"['HB Kekre', 'SD Thepade', ' A Maloo']",Because of the rising demand from wide range ofapplicationsthe need of faster and betterimage retrieval techniques is growing day by day. Dimension reduction of CBIR feature …,ijcaonline.com,26,"/scholar?cites=13261958302450518077&as_sdt=2005&sciodt=0,5&hl=en",2010
9L4G2GAQ670J,[HTML][HTML]Excited states fromeigenvectorcontinuation: The anharmonic oscillator,https://www.sciencedirect.com/science/article/pii/S0370269322002350,"['MC Franzke', 'A Tichai', 'K Hebeler', 'A Schwenk']",… states from theeigenvectorcontinuation approach. For numericalapplicationsthe one-…In ourapplicationswe did not find a strong sensitivity on the employed method for the range …,Elsevier,15,"/scholar?cites=13685049900822609652&as_sdt=2005&sciodt=0,5&hl=en",2022
1WHtC64HtkQJ,Extracting spatial information from networks with low-ordereigenvectors,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.87.032803,"['M Cucuringu', 'VD Blondel', 'P Van Dooren']","… walks on graphs, and theirapplications. Interpreting theeigenvectorsas functions over ourdata … points from the original space to the first keigenvectors, L : V ↦→ Rk, and is defined as …",APS,26,"/scholar?cites=4951153284446249429&as_sdt=2005&sciodt=0,5&hl=en",2013
L3rgvnk9Xp4J,Combinatorial types of tropicaleigenvectors,https://academic.oup.com/blms/article-abstract/45/1/27/297656,"['B Sturmfels', 'NM Tran']",… This project arose from theapplicationof tropicaleigenvectorsto the statistics problem ofinferring rankings from pairwise comparison matrices. Thisapplicationwas pioneered by …,academic.oup.com,16,"/scholar?cites=11411626098906135087&as_sdt=2005&sciodt=0,5&hl=en",2013
i2nwqawy4KoJ,Drawing graphs byeigenvectors: theory and practice,https://www.sciencedirect.com/science/article/pii/S089812210500204X,['Y Koren'],"… -normalizedeigenvectorsis more natural than using theeigenvectorsof the Laplacian. Infact, Shi and Malik [7] have already shown that the degree-normalizedeigenvectorsare more …",Elsevier,175,"/scholar?cites=12312897098397804939&as_sdt=2005&sciodt=0,5&hl=en",2005
xlvBO65KFTMJ,A Rayleigh–Chebyshev procedure for finding the smallest eigenvalues and associatedeigenvectorsof large sparse Hermitian matrices,https://www.sciencedirect.com/science/article/pii/S0021999110003451,['CR Anderson'],"… ) −1 , we considered theapplicationof this procedure to finding the … and the total number ofapplicationsof the operator A and the … Eachapplicationof the preconditioner was counted as …",Elsevier,41,"/scholar?cites=3680930382632541126&as_sdt=2005&sciodt=0,5&hl=en",2010
4X2aKYNjI28J,"Eigenvectorsof directed graphs and importance scores: dominance, T-Rank, and sink remedies",https://link.springer.com/article/10.1007/s10618-009-0154-1,"['J Bjelland', 'M Burgess', 'G Canright…']",…eigenvectorfor the adjacency matrix (and related matrices) for a general directed graph. Inparticular—motivated by the use of theeigenvector…applicationsof these new sink remedies. …,Springer,18,"/scholar?cites=8008353977384730081&as_sdt=2005&sciodt=0,5&hl=en",2010
Yck4CodTwkMJ,On maximal entries in the principaleigenvectorof graphs,https://www.sciencedirect.com/science/article/pii/S002437950000063X,"['B Papendieck', ' P Recht']","… Besides the eigenvalues of a graph the principaleigenvectoris of high interest since it isoften used inapplications. In the field of social network analysis, for instance, the entries of such …",Elsevier,62,"/scholar?cites=4882556785480223073&as_sdt=2005&sciodt=0,5&hl=en",2000
9pi7-tBQLn4J,Eigenfrequencies andEigenvectorsof Polaritons withApplicationto LiNbO3. II. Polaritons of Small Wave Vectors k (k ≦ 104cm-1),https://www.degruyter.com/document/doi/10.1515/zna-1972-0705/html,"['L Merten', ' G Borstel']","… To discuss the behaviour of theeigenvectorsQ, E, P of polaritons in LiNbOß, we have chosenthe extraordinary vibrational branches 2, 4, 10, 13, which shall be treated now: The branch …",degruyter.com,3,"/scholar?cites=9092293556197628150&as_sdt=2005&sciodt=0,5&hl=en",1972
n8GW1-BTItcJ,Eigenvectorsof composite systems. I. General theory,https://iopscience.iop.org/article/10.1088/0953-8984/1/7/007/meta,"['L Dobrzynski', 'H Puszkarski']",… Finally anapplicationof the theory developed in this paper to continuous and mixed (partlycontinuous and discrete) composite systems will be published for a tunnel junction made out …,iopscience.iop.org,35,"/scholar?cites=15502045092517429663&as_sdt=2005&sciodt=0,5&hl=en",1989
SR2t2rkLlBcJ,Segmentation of biomedical images witheigenvectors,https://ieeexplore.ieee.org/abstract/document/1029200/,"['AS Frangakis', ' R Hegerl']","… In ourapplicationsin electron microscopic images (in 2D and 3D) as well as in EBCT, textureregions are not so widespread and energy measurements require significant amounts of …",ieeexplore.ieee.org,9,"/scholar?cites=1698995852291153225&as_sdt=2005&sciodt=0,5&hl=en",2002
gIMsSh43FdQJ,Eigenvectordelocalization for non‐Hermitian random matrices andapplications,https://onlinelibrary.wiley.com/doi/abs/10.1002/rsa.20917,"['K Luh', ""S O'Rourke""]","… bounds foreigenvectorsof independent-entry random matrices. In particular, we show thatwith high probability everyeigenvectoris … As anapplicationof our methods, we also establish …",Library,11,"/scholar?cites=15282181513784624000&as_sdt=2005&sciodt=0,5&hl=en",2020
lfysqnMoGpgJ,Eigenvectorperturbation methodology for uncertainty quantification of turbulence models,https://journals.aps.org/prfluids/abstract/10.1103/PhysRevFluids.4.044603,"['RL Thompson', 'AA Mishra', 'G Iaccarino', 'W Edeling…']","… In the rest of the article, we outline the results from theapplicationof the proposedeigenvectorperturbation methodology, in conjunction with spatially uniform eigenvalue perturbations, …",APS,29,"/scholar?cites=10960117120409336981&as_sdt=2005&sciodt=0,5&hl=en",2019
JtNIuPphY-kJ,Computation of multiple eigenvalues and generalizedeigenvectorsfor matrices dependent on parameters,https://onlinelibrary.wiley.com/doi/abs/10.1002/nla.471,['AA Mailybaev'],"… There is a Jordan chain of generalizedeigenvectorsu1;:::;ud (theeigenvectorand … vectorsuch that theeigenvectoru1 is non-zero. Choosing a particular unit-normeigenvectorˆu1, eg …",Library,31,"/scholar?cites=16817393162993062694&as_sdt=2005&sciodt=0,5&hl=en",2006
